Year,State Name,Ozone Average,Carbon Average,Nitrogen Average,Sulfur Average,PM2.5 Average,PM10 Average,Ozone AQI,Carbon AQI,Nitrogen AQI,Sulfur AQI,PM2.5 AQI,PM10 AQI,Overall AQI,Population,Renewable Vehicles,Non-Renewable Vehicles
2021,Alaska,0,0.3,0,6,4.8,11.4,0,3,0,8,27,10,27,734.923,66800,495900
2021,Arizona,0,0.3,21,2,8.8,33.3,0,3,20,3,49,30,49,7272.487,699800,5587100
2021,Arkansas,0,0.3,12,1,9.8,0.0,0,3,11,1,52,0,52,3028.443,349200,2330400
2021,California,0,0.3,14,1,10.3,29.2,0,3,13,1,53,27,53,39145.06,3741100,31223100
2021,Colorado,0,0.3,12,1,8.4,19.6,0,3,11,1,47,18,47,5811.596,567200,4665000
2021,Connecticut,0,0.2,15,0,7.3,14.4,0,2,14,0,41,13,41,3603.691,227400,2622700
2021,Delaware,0,0.3,14,0,7.8,0.0,0,3,13,0,43,0,43,1004.881,93200,811000
2021,Florida,0,0.3,12,1,7.1,17.5,0,3,11,1,39,16,39,21830.708,1698700,15932800
2021,Georgia,0,0.5,18,2,9.7,16.5,0,6,17,3,52,15,52,10790.385,991200,8326300
2021,Hawaii,0,0.2,5,5,2.9,11.0,0,2,5,7,16,10,16,1446.745,92500,983900
2021,Idaho,0,0.3,18,5,0.0,23.8,0,3,17,7,0,22,22,1904.537,202300,1679000
2021,Illinois,0,0.2,17,2,9.3,35.1,0,2,16,3,51,32,51,12690.341,1139500,8827700
2021,Indiana,0,0.3,13,2,9.7,20.4,0,3,12,3,52,19,52,6813.798,734600,5300600
2021,Iowa,0,0.2,6,1,8.4,35.2,0,2,6,1,47,32,47,3197.944,424500,2626300
2021,Kansas,0,0.2,7,1,9.8,24.6,0,2,7,1,52,22,52,2937.946,328400,2244000
2021,Kentucky,0,0.2,11,1,9.0,18.8,0,2,10,1,50,17,50,4507.6,448500,3539100
2021,Louisiana,0,0.3,9,2,7.7,16.7,0,3,8,3,43,15,43,4627.047,498800,3300200
2021,Maine,0,0.2,7,0,4.9,14.5,0,2,7,0,27,13,27,1378.787,154000,1071700
2021,Maryland,0,0.2,15,1,7.2,0.0,0,2,14,1,40,0,40,6175.045,548600,4470100
2021,Massachusetts,0,0.3,11,0,7.0,0.0,0,3,10,0,39,0,39,6991.951,515900,4876100
2021,Michigan,0,0.4,15,2,9.4,19.9,0,5,14,3,52,18,52,10038.117,1105400,7240600
2021,Minnesota,0,0.3,11,1,7.2,22.9,0,3,10,1,40,21,40,5717.968,707900,4471500
2021,Mississippi,0,0.2,6,1,8.5,19.5,0,2,6,1,47,18,47,2949.582,353500,2365900
2021,Missouri,0,0.3,13,8,8.7,24.1,0,3,12,11,48,22,48,6170.393,761100,4754200
2021,Montana,0,0.2,2,1,9.1,21.9,0,2,2,1,51,20,51,1106.366,144600,832700
2021,Nebraska,0,0.3,0,2,8.0,22.7,0,3,0,3,44,21,44,1964.253,252500,1648700
2021,Nevada,0,0.3,22,1,7.5,26.4,0,3,21,1,42,24,42,3146.632,228800,2225400
2021,New Hampshire,0,0.2,5,1,5.7,13.1,0,2,5,1,32,12,32,1387.494,148600,1216700
2021,New Jersey,0,0.4,18,1,8.1,0.0,0,5,17,1,45,0,45,9269.175,623900,6432500
2021,New Mexico,0,0.2,10,1,7.7,33.4,0,2,9,1,43,30,43,2116.95,221900,1656600
2021,New York,0,0.2,16,1,7.3,0.0,0,2,15,1,41,0,41,19854.526,1024800,10268800
2021,North Carolina,0,0.3,9,1,7.8,13.0,0,3,8,1,43,12,43,10567.1,939000,7895800
2021,North Dakota,0,0.2,4,2,7.2,15.1,0,2,4,3,40,14,40,777.982,117900,649800
2021,Ohio,0,0.3,14,2,9.9,19.3,0,3,13,3,52,18,52,11765.227,1107700,9218400
2021,Oklahoma,0,0.4,12,1,10.1,20.8,0,5,11,1,53,19,53,3991.634,494500,3578200
2021,Oregon,0,0.2,12,1,12.4,16.3,0,2,11,1,57,15,57,4256.465,408000,3312500
2021,Pennsylvania,0,0.3,11,2,8.8,16.2,0,3,10,3,49,15,49,13013.614,994400,9230500
2021,Rhode Island,0,0.4,13,0,6.7,0.0,0,5,12,0,37,0,37,1097.092,67800,807400
2021,South Carolina,0,0.2,8,0,7.9,15.2,0,2,8,0,44,14,44,5193.848,513400,4305500
2021,South Dakota,0,0.2,7,1,6.8,20.8,0,2,7,1,38,19,38,896.299,132000,777300
2021,Tennessee,0,0.2,11,3,8.7,18.1,0,2,10,4,48,16,48,6963.709,647700,5546300
2021,Texas,0,0.3,11,3,8.7,50.4,0,3,10,4,48,46,48,29561.286,3214800,21364200
2021,Utah,0,0.2,11,1,8.8,6.6,0,2,10,1,49,6,49,3339.284,324300,2582700
2021,Vermont,0,0.2,9,0,6.0,0.0,0,2,8,0,33,0,33,647.093,70000,526900
2021,Virginia,0,0.3,11,1,7.7,15.2,0,3,10,1,43,14,43,8657.348,764900,6815300
2021,Washington,0,0.2,18,0,7.3,19.5,0,2,17,0,41,18,41,7741.433,749800,6075600
2021,West Virginia,0,0.2,0,3,10.7,15.5,0,2,0,4,54,14,54,1785.249,160200,1314400
2021,Wisconsin,0,0.2,12,1,8.0,17.5,0,2,11,1,44,16,44,5879.978,706800,4782400
2021,Wyoming,0,0.1,5,1,5.6,15.1,0,1,5,1,31,14,31,579.548,83100,544500
2022,Alabama,0,0.2,14,1,8.2,19.4,0,2,13,1,46,18,46,5073.903,561800,4203200
2022,Alaska,0,0.3,0,4,4.8,12.9,0,3,0,6,27,12,27,733.276,69000,487600
2022,Arizona,0,0.3,20,2,7.9,30.7,0,3,19,3,44,28,44,7365.684,744200,5674800
2022,Arkansas,0,0.4,13,1,8.5,0.0,0,5,12,1,47,0,47,3046.404,355400,2319200
2022,California,0,0.3,14,1,8.5,30.8,0,3,13,1,47,28,47,39040.616,4300600,31784300
2022,Colorado,0,0.3,12,1,5.9,16.7,0,3,11,1,33,15,33,5841.039,624200,4713100
2022,Connecticut,0,0.2,16,0,6.5,13.5,0,2,15,0,36,12,36,3608.706,249500,2680400
2022,Delaware,0,0.2,15,0,6.8,0.0,0,2,14,0,38,0,38,1019.459,98600,809900
2022,Florida,0,0.3,11,2,7.0,18.0,0,3,10,3,39,16,39,22245.521,1840600,16190000
2022,Georgia,0,0.4,19,2,9.0,18.3,0,5,18,3,50,17,50,10913.15,1052900,8410400
2022,Hawaii,0,0.1,6,4,3.4,13.4,0,1,6,6,19,12,19,1439.399,101000,975500
2022,Idaho,0,0.2,18,4,0.0,21.5,0,2,17,6,0,20,20,1938.996,219500,1681500
2022,Illinois,0,0.2,17,2,8.3,33.4,0,2,16,3,46,30,46,12582.515,1200000,8777700
2022,Indiana,0,0.2,12,2,8.9,20.3,0,2,11,3,49,18,49,6832.274,764900,5270300
2022,Iowa,0,0.2,6,2,7.9,33.1,0,2,6,3,44,30,44,3199.693,435600,2624300
2022,Kansas,0,0.1,8,1,8.6,26.6,0,1,8,1,48,24,48,2936.716,340500,2246200
2022,Kentucky,0,0.2,11,1,7.9,18.4,0,2,10,1,44,17,44,4511.563,463900,3484600
2022,Louisiana,0,0.3,9,2,8.8,18.8,0,3,8,3,49,17,49,4588.023,497800,3274400
2022,Maine,0,0.2,7,0,4.0,11.7,0,2,7,0,22,11,22,1389.338,159200,1054900
2022,Maryland,0,0.2,14,1,6.5,0.0,0,2,13,1,36,0,36,6163.981,572400,4462300
2022,Massachusetts,0,0.3,12,0,6.3,0.0,0,3,11,0,35,0,35,6982.74,555000,4836900
2022,Michigan,0,0.3,14,2,8.9,19.8,0,3,13,3,49,18,49,10033.281,1148700,7247200
2022,Minnesota,0,0.3,11,1,5.5,19.1,0,3,10,1,31,17,31,5714.3,719900,4307800
2022,Mississippi,0,0.1,6,0,8.5,19.5,0,1,6,0,47,18,47,2938.928,359900,2350800
2022,Missouri,0,0.3,14,10,8.1,23.7,0,3,13,14,45,22,45,6177.168,761400,4620800
2022,Montana,0,0.2,3,1,7.6,18.1,0,2,3,1,42,16,42,1122.878,153300,835300
2022,Nebraska,0,0.2,0,2,5.0,22.6,0,2,0,3,28,21,28,1968.06,262200,1652000
2022,Nevada,0,0.3,21,1,6.1,26.9,0,3,20,1,34,24,34,3177.421,256200,2242900
2022,New Hampshire,0,0.1,3,1,4.8,12.0,0,1,3,1,27,11,27,1399.003,151200,1210100
2022,New Jersey,0,0.4,18,1,7.3,0.0,0,5,17,1,41,0,41,9260.817,686500,6425000
2022,New Mexico,0,0.2,10,1,6.6,31.1,0,2,9,1,37,28,37,2113.476,233100,1672500
2022,New York,0,0.2,17,1,6.5,0.0,0,2,16,1,36,0,36,19673.2,1085600,10139400
2022,North Carolina,0,0.3,10,1,7.1,13.0,0,3,9,1,39,12,39,10695.965,986300,7909900
2022,North Dakota,0,0.1,4,2,5.9,15.5,0,1,4,3,33,14,33,778.912,119600,658100
2022,Ohio,0,0.2,14,1,8.7,18.7,0,2,13,1,48,17,48,11759.697,1149500,9065300
2022,Oklahoma,0,0.3,12,1,8.4,20.8,0,3,11,1,47,19,47,4019.271,515800,3685600
2022,Oregon,0,0.2,12,1,10.8,21.0,0,2,11,1,54,19,54,4239.379,444900,3281500
2022,Pennsylvania,0,0.3,11,2,8.0,14.8,0,3,10,3,44,13,44,12972.091,1039000,9080600
2022,Rhode Island,0,0.3,13,0,5.4,0.0,0,3,12,0,30,0,30,1093.842,72200,793700
2022,South Carolina,0,0.2,8,0,7.6,15.7,0,2,8,0,42,14,42,5282.955,536700,4362300
2022,South Dakota,0,0.2,5,0,4.7,19.5,0,2,5,0,26,18,26,909.869,138200,792400
2022,Tennessee,0,0.3,10,3,7.7,18.2,0,3,9,4,43,17,43,7048.976,690000,5693800
2022,Texas,0,0.3,11,3,8.6,51.3,0,3,10,4,48,47,48,30029.848,3373200,21836800
2022,Utah,0,0.2,13,1,7.1,22.4,0,2,12,1,39,20,39,3381.236,358900,2609700
2022,Vermont,0,0.1,11,0,5.6,0.0,0,1,10,0,31,0,31,647.11,73700,516200
2022,Virginia,0,0.2,11,1,7.4,14.0,0,2,10,1,41,13,41,8679.099,812900,6797000
2022,Washington,0,0.2,19,0,8.4,18.1,0,2,18,0,47,16,47,7784.477,821500,5928100
2022,West Virginia,0,0.2,0,2,9.4,15.5,0,2,0,3,52,14,52,1774.035,164700,1313200
2022,Wisconsin,0,0.2,11,1,6.7,16.2,0,2,10,1,37,15,37,5890.543,727100,4721900
2022,Wyoming,0,0.1,5,1,4.0,12.6,0,1,5,1,22,11,22,581.629,86000,544200
2023,Alabama,0,0.2,15,2,8.4,19.9,0,2,14,3,47,18,47,5108.468,577500,4229200
2023,Alaska,0,0.3,0,2,4.5,11.6,0,3,0,3,25,11,25,733.406,70600,484100
2023,Arizona,0,0.3,20,2,7.3,32.0,0,3,19,3,41,29,41,7431.344,796800,5666700
2023,Arkansas,0,0.4,6,1,11.0,0.0,0,5,6,1,55,0,55,3067.732,361000,2336800
2023,California,0,0.3,13,1,7.7,25.2,0,3,12,1,43,23,43,38965.193,4886700,31927200
2023,Colorado,0,0.3,12,2,6.0,19.0,0,3,11,3,33,17,33,5877.61,682700,4712200
2023,Connecticut,0,0.3,16,0,7.5,14.9,0,3,15,0,42,14,42,3617.176,269800,2654900
2023,Delaware,0,0.0,14,0,8.9,0.0,0,0,13,0,49,0,49,1031.89,104100,805500
2023,Florida,0,0.3,12,2,7.1,18.5,0,3,11,3,39,17,39,22610.726,1998300,16488300
2023,Georgia,0,0.5,19,2,10.0,18.4,0,6,18,3,53,17,53,11029.227,1102300,8462700
2023,Hawaii,0,0.1,6,3,3.3,14.5,0,1,6,4,18,13,18,1435.138,110000,966400
2023,Idaho,0,0.2,15,4,0.0,45.4,0,2,14,6,0,41,41,1964.726,235600,1707200
2023,Illinois,0,0.2,18,2,9.1,29.2,0,2,17,3,51,27,51,12549.689,1252800,8730500
2023,Indiana,0,0.3,11,2,10.4,21.0,0,3,10,3,53,19,53,6862.199,790700,5322600
2023,Iowa,0,0.2,6,1,10.8,34.9,0,2,6,1,54,32,54,3207.004,445300,2650400
2023,Kansas,0,0.1,8,0,8.1,24.7,0,1,8,0,45,22,45,2940.546,348700,2256000
2023,Kentucky,0,0.3,11,1,8.5,20.3,0,3,10,1,47,18,47,4526.154,482400,3532600
2023,Louisiana,0,0.3,9,2,9.0,19.7,0,3,8,3,50,18,50,4573.749,496700,3258300
2023,Maine,0,0.2,7,0,6.2,14.4,0,2,7,0,34,13,34,1395.722,165100,1063000
2023,Maryland,0,0.2,14,0,7.0,0.0,0,2,13,0,39,0,39,6180.253,613500,4414700
2023,Massachusetts,0,0.3,11,0,7.0,13.7,0,3,10,0,39,12,39,7001.399,611200,4849700
2023,Michigan,0,0.3,15,2,10.8,20.1,0,3,14,3,54,18,54,10037.261,1171600,7304100
2023,Minnesota,0,0.3,11,1,7.9,21.8,0,3,10,1,44,20,44,5737.915,746800,4347100
2023,Mississippi,0,0.2,7,0,10.0,20.5,0,2,7,0,53,19,53,2939.69,363900,2350800
2023,Missouri,0,0.3,14,10,9.6,24.7,0,3,13,14,52,22,52,6196.156,800600,4786800
2023,Montana,0,0.2,3,2,7.6,18.6,0,2,3,3,42,17,42,1132.812,160600,850300
2023,Nebraska,0,0.2,0,2,7.2,21.1,0,2,0,3,40,19,40,1978.379,269300,1676500
2023,Nevada,0,0.3,20,1,5.1,21.0,0,3,19,1,28,19,28,3194.176,280400,2255100
2023,New Hampshire,0,0.2,4,1,5.9,11.2,0,2,4,1,33,10,33,1402.054,156800,1214500
2023,New Jersey,0,0.4,18,1,8.8,0.0,0,5,17,1,49,0,49,9290.841,769800,6517600
2023,New Mexico,0,0.2,11,39,5.9,27.6,0,2,10,55,33,25,55,2114.371,243200,1686100
2023,New York,0,0.2,16,1,8.0,0.0,0,2,15,1,44,0,44,19571.216,1183000,10056000
2023,North Carolina,0,0.3,10,0,8.6,13.9,0,3,9,0,48,13,48,10835.491,1039700,7973700
2023,North Dakota,0,0.2,5,2,9.9,17.5,0,2,5,3,52,16,52,783.926,120300,669900
2023,Ohio,0,0.2,14,2,10.6,21.2,0,2,13,3,54,19,54,11785.935,1178000,9077600
2023,Oklahoma,0,0.4,11,1,8.8,22.8,0,5,10,1,49,21,49,4053.824,527700,3713200
2023,Oregon,0,0.2,11,1,8.5,12.5,0,2,10,1,47,11,47,4233.358,490200,3291300
2023,Pennsylvania,0,0.3,13,2,9.7,16.6,0,3,12,3,52,15,52,12961.683,1090100,9078500
2023,Rhode Island,0,0.3,12,0,7.0,0.0,0,3,11,0,39,0,39,1095.962,78600,793000
2023,South Carolina,0,0.1,8,0,8.7,16.3,0,1,8,0,48,15,48,5373.555,562200,4435100
2023,South Dakota,0,0.2,9,0,7.1,20.3,0,2,8,0,39,18,39,919.318,135200,769500
2023,Tennessee,0,0.3,11,3,8.8,19.8,0,3,10,4,49,18,49,7126.489,719600,5781200
2023,Texas,0,0.3,11,2,9.2,31.0,0,3,10,3,51,28,51,30503.301,3506600,22165600
2023,Utah,0,0.2,12,1,7.1,17.9,0,2,11,1,39,16,39,3417.734,389900,2657600
2023,Vermont,0,0.2,9,0,6.3,0.0,0,2,8,0,35,0,35,647.464,77400,510700
2023,Virginia,0,0.3,12,1,8.3,15.9,0,3,11,1,46,14,46,8715.698,870200,6822800
2023,Washington,0,0.2,18,1,7.4,18.7,0,2,17,1,41,17,41,7812.88,912000,5857200
2023,West Virginia,0,0.2,0,2,10.1,18.1,0,2,0,3,53,16,53,1770.071,167700,1327900
2023,Wisconsin,0,0.2,10,1,9.2,18.6,0,2,9,1,51,17,51,5910.955,750100,4752200
2023,Wyoming,0,0.1,5,1,3.8,11.3,0,1,5,1,21,10,21,584.057,89200,550000
