Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,Arithmetic Standard Dev,Local Site Name,Address,State Name,County Name,City Name,,
40.816,-73.902,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Barometric Sensor,2020,Millimeters (mercury),65,53,759.430769,5.744479,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Barometric Sensor,2020,Millimeters (mercury),34,56,760.029412,6.640031,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Barometric Sensor,2020,Millimeters (mercury),34,56,760.764706,6.679044,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,Met One SASS/SuperSASS - Barometric Sensor,2020,Millimeters (mercury),74,61,761.067568,5.812907,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Elapsed Sample Time,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential AIr Sampler - Calculation,2020,Minutes,65,53,1439.415385,0.496623,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Elapsed Sample Time,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Calculation,2020,Minutes,34,56,1439,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Elapsed Sample Time,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Calculation,2020,Minutes,34,56,1439,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Flow Rate CV - Teflon Filter,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Sample Flow Rate CV,2020,Percent,74,61,0.922973,0.179457,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Flow Rate CV - Nylon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Nylon - Sample Flow Rate CV,2020,Percent,74,61,0.82973,0.093237,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Flow Rate CV - Quartz Filter,24 HOUR,,Observed Values,URG3000N - Sample Flow Rate CV,2020,Percent,73,60,0.1,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Volume - Teflon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Teflon - Sample Volume,2020,Cubic meter,74,61,9.7,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Volume - Nylon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Nylon - Sample Volume,2020,Cubic meter,74,61,9.7,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sample Volume - Quartz Filter,24 HOUR,,Observed Values,URG3000N - Sample Volume,2020,Cubic meter,73,60,31.7,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Average Ambient Temperature for URG3000N,24 HOUR,,Observed Values,URG 3000N - Electronic,2020,Degrees Centigrade,73,60,12.006849,9.18609,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Average Ambient Pressure for URG3000N,24 HOUR,,Observed Values,URG 3000N - Barometric Sensor,2020,Millimeters (mercury),73,60,757.342466,5.593198,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM10 Total 0-10um STP,24 HOUR,PM10 24-hour 2006,Daily Mean,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (25 C),34,56,11.882353,6.544786,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM10 Total 0-10um STP,24 HOUR,PM10 24-hour 2006,Daily Mean,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (25 C),36,59,11.361111,6.499023,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM10 - LC,1 HOUR,,Observed Values,Teledyne API T640 at 5.0 LPM - Broadband spectroscopy,2020,Micrograms/cubic meter (LC),7178,82,15.756339,8.463026,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM10 - LC,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (LC),34,56,12.382353,6.804698,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM10 - LC,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (LC),34,56,11.941176,6.813272,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Antimony PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,2.180606,1.273798,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Antimony PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,1.744872,1.278195,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Arsenic PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.514848,0.340754,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Arsenic PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.429744,0.34956,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Beryllium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.006364,0.004885,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Beryllium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.005385,0.005547,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cadmium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.063636,0.036126,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cadmium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.053077,0.037916,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cobalt PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.129697,0.067892,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cobalt PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.108462,0.073647,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Lead PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Micrograms/cubic meter (LC),33,54,0.00273,0.001619,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Lead PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Micrograms/cubic meter (LC),39,64,0.002241,0.001714,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Manganese PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,5.165758,3.795165,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Manganese PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,4.34,3.831886,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Nickel PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,1.363939,0.825753,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Nickel PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.982051,0.578902,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Selenium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.311212,0.178566,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Selenium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.274359,0.193551,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Vanadium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),33,54,0.644242,0.552715,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Vanadium PM10 LC,24 HOUR,,Observed Values,R & P Partisol 2025 Teflon - ICPMS,2020,Nanograms/cubic meter (LC),39,64,0.544103,0.532322,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),64,52,6.651563,3.847324,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,1 HOUR,,Observed Values,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,2020,Micrograms/cubic meter (LC),8650,98,8.368462,5.137364,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,1 HOUR,,Observed Values,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,2020,Micrograms/cubic meter (LC),8650,98,8.368462,5.137364,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,8.303621,4.201219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,1 HOUR,,Observed Values,Teledyne T640 at 5.0 LPM (Corrected) - Broadband spectroscopy,2020,Micrograms/cubic meter (LC),8650,98,7.183977,4.881153,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),359,98,7.12117,3.982342,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Antimony PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001838,0.009352,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Arsenic PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Aluminum PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.012649,0.043469,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Barium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001608,0.017028,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Bromine PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000324,0.000742,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cadmium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.00273,0.007193,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Calcium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.041527,0.030612,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Chromium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001243,0.002579,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cobalt PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,-0.0005,0.00101,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Copper PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.003959,0.004005,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Chlorine PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.027297,0.130166,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cerium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000108,0.024827,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Cesium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.0065,0.015738,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Iron PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.079027,0.055113,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Lead PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.002378,0.005769,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Indium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.003176,0.011005,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Manganese PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001595,0.002789,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Nickel PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001027,0.001303,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Magnesium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.019676,0.02785,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Phosphorus PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.003216,0.005206,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Selenium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000324,0.001472,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Tin PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,4.1e-05,0.009194,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Titanium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.004,0.003641,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Vanadium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000135,0.000382,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Silicon PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.042757,0.073712,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Silver PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.001622,0.0074,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Zinc PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.023973,0.01625,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Strontium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000649,0.001399,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sulfur PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.280027,0.156742,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Rubidium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.000392,0.001915,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Potassium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.041514,0.026385,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sodium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.058014,0.102022,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Zirconium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),74,61,0.003,0.00874,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Chloride PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),73,60,0.120814,0.131755,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Ammonium Ion PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),73,60,0.387808,0.372865,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Sodium Ion Pm2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),73,60,0.066575,0.079219,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Potassium Ion PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),73,60,0.027123,0.02239,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
40.816,-73.902,WGS84,Total Nitrate PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),73,60,1.22411,1.134838,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,,
