Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,Arithmetic Standard Dev,Local Site Name,Address,State Name,County Name,City Name,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),72,59,6.973611,3.789273,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),72,59,6.973611,3.789273,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),72,59,6.973611,3.789273,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),36,59,6.680556,3.264512,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,,
40.84955,-73.935649,WGS84,PM2.5 Raw Data,1 HOUR,,Observed Values,PM2.5 SCC w/No Correction Factor - TEOM Gravimetric 50 deg C,2020,Micrograms/cubic meter (LC),6812,78,8.424413,4.399413,Intermediate School 143,515 W 182nd St,New York,New York,New York,,
40.84955,-73.935649,WGS84,PM2.5 Raw Data,24-HR BLK AVG,,Observed Values,,2020,Micrograms/cubic meter (LC),281,77,8.373665,3.141113,Intermediate School 143,515 W 182nd St,New York,New York,New York,,
40.84955,-73.935649,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/Correction Factor - TEOM Gravimetric 50 deg C,2020,Micrograms/cubic meter (LC),6809,78,7.385079,5.150895,Intermediate School 143,515 W 182nd St,New York,New York,New York,,
40.84955,-73.935649,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2020,Micrograms/cubic meter (LC),281,77,7.327758,3.867448,Intermediate School 143,515 W 182nd St,New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Flow Rate- CV,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation,2020,Percent,23,19,0.1,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Flow Rate- CV,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Calculation,2020,Percent,11,18,0.1,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Volume,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation,2020,Cubic meter,23,19,24,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Volume,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Calculation,2020,Cubic meter,11,18,24,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Ambient Min Temperature,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic,2020,Degrees Centigrade,23,19,0.852174,3.791242,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Ambient Min Temperature,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Electronic,2020,Degrees Centigrade,11,18,0.018182,4.869665,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Ambient Max Temperature,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic,2020,Degrees Centigrade,23,19,8.404348,3.96146,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Ambient Max Temperature,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Electronic,2020,Degrees Centigrade,11,18,8.290909,4.975632,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Temperature,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic,2020,Degrees Centigrade,23,19,4.682609,3.493585,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Temperature,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Electronic,2020,Degrees Centigrade,11,18,4.345455,4.733363,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Temperature,24 HOUR,,Observed Values,Met One SASS/SuperSASS - Electronic,2020,Degrees Centigrade,24,20,5.270833,3.323105,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Min Baro Pressure,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential AIr Sampler - Barometric Sensor,2020,Millimeters (mercury),23,19,754.782609,8.759185,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Min Baro Pressure,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Barometric Sensor,2020,Millimeters (mercury),11,18,756.272727,11.037127,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Max Baro Pressure,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Sampler - Barometric Sensor,2020,Millimeters (mercury),23,19,763.173913,6.859977,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Max Baro Pressure,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Barometric Sensor,2020,Millimeters (mercury),11,18,764.181818,8.964577,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Barometric Sensor,2020,Millimeters (mercury),23,19,758.956522,7.813033,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Barometric Sensor,2020,Millimeters (mercury),11,18,760.363636,9.841471,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Pressure,24 HOUR,,Observed Values,Met One SASS/SuperSASS - Barometric Sensor,2020,Millimeters (mercury),24,20,757.666667,7.032018,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Elapsed Sample Time,24 HOUR,,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential AIr Sampler - Calculation,2020,Minutes,14,11,1439,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Elapsed Sample Time,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Calculation,2020,Minutes,10,16,1439,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Flow Rate CV - Teflon Filter,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Sample Flow Rate CV,2020,Percent,24,20,0.866667,0.056466,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Flow Rate CV - Nylon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Nylon - Sample Flow Rate CV,2020,Percent,24,20,0.8,0.065938,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Flow Rate CV - Quartz Filter,24 HOUR,,Observed Values,URG3000N - Sample Flow Rate CV,2020,Percent,23,19,0.1,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Volume - Teflon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Teflon - Sample Volume,2020,Cubic meter,24,20,9.7,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Volume - Nylon Filter,24 HOUR,,Observed Values,MetOne SASS/SuperSASS Nylon - Sample Volume,2020,Cubic meter,24,20,9.7,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sample Volume - Quartz Filter,24 HOUR,,Observed Values,URG3000N - Sample Volume,2020,Cubic meter,23,19,31.695652,0.020851,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Temperature for URG3000N,24 HOUR,,Observed Values,URG 3000N - Electronic,2020,Degrees Centigrade,24,20,6.479167,3.904844,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Average Ambient Pressure for URG3000N,24 HOUR,,Observed Values,URG 3000N - Barometric Sensor,2020,Millimeters (mercury),24,20,758.041667,7.327608,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM10 Total 0-10um STP,24 HOUR,PM10 24-hour 2006,Daily Mean,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (25 C),11,18,12.909091,5.923758,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM10 - LC,24 HOUR,,Observed Values,R - P Co Partisol Model 2025 - Gravimetric,2020,Micrograms/cubic meter (LC),11,18,13.818182,6.660603,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),23,19,9.078261,3.371128,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Antimony PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000417,0.006953,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Arsenic PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0,0,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Aluminum PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.004458,0.026471,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Barium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.008542,0.021968,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Bromine PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000542,0.001179,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Cadmium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.0015,0.007973,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Calcium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.029958,0.018372,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Chromium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.001458,0.002187,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Cobalt PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,-0.000708,0.00069,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Copper PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.00225,0.00227,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Chlorine PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.007542,0.012212,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Cerium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.006167,0.027284,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Cesium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,-0.002667,0.015653,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Iron PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.112792,0.075623,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Lead PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.002875,0.005448,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Indium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.002125,0.012202,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Manganese PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.001542,0.002963,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Nickel PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000833,0.001007,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Magnesium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.011417,0.020011,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Phosphorus PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.001083,0.002827,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Selenium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000167,0.001341,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Tin PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.001042,0.008222,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Titanium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.002417,0.002992,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Vanadium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,4.2e-05,0.000204,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Silicon PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.027667,0.026233,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Silver PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000667,0.006377,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Zinc PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.02125,0.012909,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Strontium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.000292,0.001805,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sulfur PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.248333,0.09549,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Rubidium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,-0.000167,0.002099,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Potassium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.039167,0.017532,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sodium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,0.069667,0.08734,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Zirconium PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,2020,Micrograms/cubic meter (LC),24,20,-0.001292,0.006656,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Chloride PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),24,20,0.147195,0.131078,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Ammonium Ion PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),24,20,0.57,0.451577,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Sodium Ion Pm2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),24,20,0.065833,0.070397,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Potassium Ion PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),24,20,0.022917,0.016545,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,Total Nitrate PM2.5 LC,24 HOUR,,Observed Values,Met One SASS/SuperSASS Nylon - Ion Chromatography,2020,Micrograms/cubic meter (LC),24,20,2.074167,1.459082,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,OC PM2.5 LC TOR,24 HOUR,,Observed Values,URG 3000N w/Pall Quartz filter and Cyclone Inlet - OC1+OC2+OC3+OC4+OP (88324+88325+88326+88327+88328),2020,Micrograms/cubic meter (LC),23,19,2.096957,1.13695,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,EC PM2.5 LC TOR,24 HOUR,,Observed Values,URG 3000N w/Pall Quartz filter and Cyclone Inlet - EC1+EC2+EC3-OP (88329+88330+88331-88336),2020,Micrograms/cubic meter (LC),23,19,1.068478,0.59374,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,OC1 PM2.5 LC,24 HOUR,,Observed Values,URG 3000N w/Pall Quartz filter and Cyclone Inlet - IMPROVE TOR w/STN Urban Adjustment,2020,Micrograms/cubic meter (LC),23,19,0.163609,0.146101,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
40.71436,-73.99518,WGS84,OC2 PM2.5 LC,24 HOUR,,Observed Values,URG 3000N w/Pall Quartz filter and Cyclone Inlet - IMPROVE TOR w/STN Urban Adjustment,2020,Micrograms/cubic meter (LC),23,19,0.629087,0.364386,DIVISION STREET,"40 DIVISION STREET, PS 124",New York,New York,New York,,
